osm_id,ktCO2,ktC,mean_cars
49748054,0,0.01,553.08
497789990,0.01,0.2,459.59
4978501,0,0.06,506.77
4978502,0,0.11,550.36
4978508,0,0.05,537
4978509,0,0.11,519.72
4978664,0.01,0.19,493.29
4978666,0,0.01,493.73
497898320,0,0.02,469.89
497898321,0,0.04,492.08
498032675,0,0.12,524.64
498330836,0.01,0.15,268.7
498333193,0,0.01,516.72
498695975,0,0.09,465.75
499092648,0.01,0.12,495.31
49939493,0,0.1,471.41
49939494,0,0.09,472.77
499414692,0,0.08,465.67
499429662,0,0.09,466.09
499658098,0.01,0.16,482.96
499658099,0,0.05,478.39
499658100,0,0.03,467.14
499658102,0,0.05,463.69
499658103,0,0.1,491.62
4999744,0.03,0.63,517.47
4999747,0.01,0.29,493.37
4999754,0.01,0.2,355.33
5000155,0.02,0.4,498.09
50003453,0.01,0.14,552.97
5000364,0.02,0.49,483.9
5000365,0.07,1.52,472.7
5000366,0,0.02,555.95
5000367,0.01,0.19,562.13
5000368,0,0.07,472.9
5000791,0,0.03,531.04
5003443,0.01,0.25,475.13
5003444,0.01,0.34,492.43
5003461,0.02,0.51,500.82
500506547,0,0.05,488.19
500506548,0,0.04,515.81
50055731,0,0.05,521.47
50056865,0,0.07,538.29
5011350,0,0.03,534.1
5011351,0,0.02,528.38
5011352,0,0.02,533.49
5011353,0,0.02,533.52
501402606,0,0.05,462
501402607,0,0.09,464.43
501402608,0,0.02,487.78
501432098,0,0.03,464.1
501432099,0,0.01,482.85
501432100,0,0.01,482.2
501442745,0.01,0.31,472.3
50168899,0,0.05,482.05
501806781,0.01,0.12,485.06
501806782,0.01,0.13,479.96
501806783,0,0.09,446.63
5019905,0,0.02,491.54
5019906,0,0.11,491.67
5021369,0,0.03,539.6
5021445,0,0.1,551.37
5021446,0,0.12,634.62
5021447,0,0.03,604.75
5021448,0,0.02,552.96
5021449,0.01,0.14,545.53
5021450,0,0.09,496.43
5021451,0,0.1,496.42
5021452,0.01,0.12,657.83
5021454,0.01,0.3,561.09
502188868,0.01,0.21,576.21
5025940,0.01,0.27,492.77
5026423,0,0.02,492.4
5026424,0,0.01,491.05
502869472,0,0.09,461.76
502979595,0,0.06,544.74
50331101,0.01,0.3,516.89
50339905,0,0.06,363.25
50339906,0.01,0.19,248.02
503914415,0,0.09,488.41
503914783,0,0.06,461.31
504289412,0.01,0.19,438.21
504598334,0,0.02,464.38
5046356,0.01,0.32,534.05
5046518,0,0.09,536.28
5046519,0,0.05,506.52
5047000,0,0.09,486.89
50481674,0.02,0.45,353.28
50481675,0,0.06,530.33
50501258,0.01,0.33,484.58
505304355,0.01,0.2,488.85
505319272,0,0.07,534.95
50535353,0,0.02,370.87
505362194,0.03,0.69,492.18
505526659,0,0.03,458.77
505526660,0,0.06,525.04
5060708,0.05,1.12,563.63
5060711,0.01,0.27,495.14
5060712,0,0.09,543.55
5063553,0,0.01,342.56
5063554,0,0.01,318.01
50650808,0,0.08,488.27
5065137,0,0.02,489.33
5065165,0,0.03,495.2
5068026,0.02,0.38,492.72
5075951,0.02,0.47,546.82
5076409,0,0.06,509.52
5077370,0.01,0.13,544.73
508307962,0,0.06,553.96
508612666,0,0.05,353.02
508614985,0,0.07,517.49
508614986,0,0.06,456.45
508614987,0,0.11,440.96
508614988,0.01,0.27,457.68
5086960,0,0.05,330.22
5086961,0,0.04,469.7
508779923,0,0.02,523.7
509357050,0,0.1,465.34
509458512,0,0.06,345.93
5095110,0.01,0.13,544.32
5095112,0.02,0.49,526.19
5095137,0,0.02,489.77
5095295,0,0.1,549.03
5095315,0.01,0.14,548.66
5095381,0.01,0.25,450.14
5095383,0,0.07,490.76
5095433,0.08,1.89,408.46
5095441,0.03,0.6,491.25
5095578,0,0.05,363.08
5095579,0,0.04,362.78
5095621,0.02,0.55,484.33
5096139,0,0.09,551.3
5096140,0,0.03,551.1
5096266,0,0.08,515.15
5096267,0,0.08,503.44
5096268,0,0.01,463.74
5096269,0,0.09,508.47
5096535,0,0.06,475.18
5096991,0.01,0.16,621.77
51033115,0,0.11,457.64
51033122,0.01,0.19,487.95
51038803,0,0.01,482.76
5108171,0,0.05,487.38
5108172,0,0.05,474.4
5108173,0,0.11,545.97
5108263,0.03,0.58,455.43
511006147,0,0.04,498.01
5110652,0,0.06,486.13
5110654,0,0.06,485.78
5110865,0,0.09,199.99
5110892,0,0.06,490.88
5110893,0,0.05,453.82
511352260,0.02,0.41,544.57
51138149,0,0.02,633.27
51138150,0.01,0.18,575.64
511575454,0,0.01,639.64
511575457,0.01,0.16,569.88
511575458,0,0.02,559.61
511575459,0,0.03,547.44
5116223,0,0.05,531.84
5116767,0.01,0.2,527.37
5117256,0,0.05,489.47
5117257,0,0.09,491.48
5117633,0.03,0.6,393.03
5117647,0.01,0.12,544.42
5117653,0,0.11,469.23
51185665,0,0.02,515.62
51196060,0.01,0.15,461.39
5120959,0.01,0.26,520.66
5120960,0,0.02,498.03
5120961,0,0.02,501.52
5120962,0,0.02,479.6
51218397,0,0.03,228.01
51218398,0,0.08,415.69
51268850,0,0.02,532.32
512705283,0,0.01,488.86
512773657,0,0.03,485.15
51317007,0.01,0.15,510.1
5133264,0,0.05,521.43
5134017,0,0.06,452.65
5135482,0,0.04,439.06
5135483,0,0.03,435.95
5135505,0,0.04,485.2
5135506,0,0.04,488.43
513580948,0.02,0.42,499.43
513654209,0,0.01,463.74
51370221,0,0.02,506.51
514284608,0.04,0.84,527.78
51433882,0.03,0.66,437.53
515037420,0,0.01,478.28
515089686,0,0.05,466.15
515474751,0.01,0.14,526.02
51547602,0.01,0.14,488.91
515846204,0.01,0.29,538.52
515846208,0,0.06,507.14
515884606,0,0.1,512.14
515989442,0.01,0.34,496.75
516127726,0,0.12,190.53
516456554,0.01,0.17,559.72
51661483,0,0.04,495.67
516727613,0,0.11,534.21
516727614,0.01,0.14,502.6
516727615,0,0.09,501.1
517121941,0.01,0.14,541.49
51728799,0.01,0.13,460.65
51729026,0.01,0.14,436.49
517489959,0,0.05,485.79
51760694,0,0,458.21
517871368,0,0.05,461.1
517871369,0.01,0.16,457.64
517871370,0,0.04,500.96
51827382,0,0.08,525.05
51863695,0.02,0.38,400.24
51872062,0.01,0.21,462.88
51872064,0,0.07,361.55
51872065,0.01,0.13,331.29
51874066,0,0.02,462.4
518874756,0,0.06,487.15
51889532,0.02,0.42,538.2
519030693,0,0.03,605.44
519114785,0,0.05,522.3
519114807,0,0.03,556.04
519114811,0.01,0.19,551.08
51939088,0.04,0.91,536.32
51939089,0.01,0.16,454.1
51939091,0,0.03,526.33
520100576,0,0.07,460.78
520229597,0,0.06,471.9
520229610,0,0.03,475.85
520275222,0,0.08,500.94
52036179,0.01,0.19,546.93
52036180,0,0.06,461.68
520386235,0,0.05,486.09
520386250,0,0.06,549.29
520466971,0,0.01,482.62
520466972,0,0.09,465.06
520485508,0,0.07,547.3
520485512,0,0.11,490.71
520485515,0.01,0.12,488.89
520492027,0,0.02,493.05
520627740,0,0.02,491.2
520627744,0.01,0.33,482.47
520627748,0.01,0.34,485.03
520627753,0,0.02,491.2
520627757,0,0.02,498.17
520627758,0,0.01,493.87
520627759,0,0.01,464.29
520627760,0,0.01,466.01
520627761,0.01,0.21,543.41
520627762,0,0.01,482.19
520751007,0.01,0.14,460.13
520751008,0,0.05,461.97
520751009,0.01,0.15,488.88
520751010,0.01,0.23,492.45
520751011,0,0.02,493.87
520751012,0.01,0.13,508.54
520751013,0,0.09,411.27
52080655,0,0.07,481
520990966,0,0.07,480.18
52100735,0,0.02,495.45
52104495,0,0.01,475.29
52143535,0,0.04,514.96
52153733,0.01,0.21,453.63
52158841,0,0.05,464.04
52158843,0.01,0.13,491.59
52158844,0,0.09,137.2
52158845,0.01,0.13,522.84
52243916,0,0.06,347.2
52252732,0.02,0.5,553.18
522816508,0,0.06,455.36
522816509,0,0.06,550.8
522816510,0.01,0.12,533.75
522816511,0,0.07,542.92
522816514,0.01,0.14,553.95
522947943,0,0.01,513.69
52327383,0,0.06,628.77
52327386,0,0.03,625.65
52327387,0,0.04,628.42
52328295,0,0.04,504.55
52328297,0,0.03,491.22
523376847,0,0.07,502.21
523620002,0,0.04,480.19
523630405,0,0.04,512.86
523630409,0,0.06,523.27
523857755,0,0.04,454.74
523857756,0,0.04,491.86
52414088,0.01,0.28,516.75
52460500,0,0.08,494.66
52513361,0.05,1.27,486.92
52537829,0,0.01,503.3
525744966,0,0.01,507.39
52578335,0,0.03,541.58
52578336,0.01,0.25,513.86
52578337,0,0.03,515.51
52578338,0,0.03,536.61
52578339,0,0.02,503.83
52578939,0,0.09,350.19
52578940,0,0.01,353.61
52595437,0,0.03,522.24
52595438,0,0.02,540.83
525975759,0,0.04,490.08
525975760,0,0.08,500.65
525975761,0.01,0.13,474.89
525975762,0,0.02,453.96
526958581,0,0.02,486.44
526958582,0.02,0.54,485.65
527054560,0,0.05,543.76
52735924,0,0.02,535.47
527580312,0,0.02,485.15
527591139,0,0.02,486.96
527591141,0,0.01,456.31
527596996,0,0.03,488.81
527596998,0,0.02,482.63
527596999,0,0.03,486.98
527714921,0,0.1,491.66
52783765,0,0.07,494.11
52789530,0.01,0.17,452.65
52789743,0.01,0.21,452.89
528050254,0,0.01,511.99
528052863,0,0.03,460.8
52825700,0,0.03,467.71
528662942,0,0.02,485.87
528663683,0.01,0.23,502.88
528663684,0.01,0.19,490.6
529086015,0,0.01,364.18
529086029,0,0.02,351.42
529086032,0,0.04,335.12
529086035,0,0.04,320.38
529086038,0,0.01,378.51
529086040,0,0.02,375.16
529086046,0,0.02,352.23
529087268,0,0.02,488.16
529087271,0,0.02,487.27
529095602,0,0.03,542.26
529095603,0,0.04,499.42
529095608,0.01,0.13,503.96
529095609,0,0.07,540.01
529096647,0,0.06,488.93
529174361,0,0.02,557.27
529244460,0.01,0.22,542.55
529244461,0,0.04,483.04
529451628,0,0.04,489.85
529585040,0.01,0.23,487.34
52960101,0,0.02,475.86
529791047,0.01,0.14,488.27
529801426,0.02,0.43,454.96
529801427,0.02,0.53,504
529801428,0.01,0.34,450.85
529801429,0.01,0.32,482.1
529801430,0,0.01,332.59
529801431,0,0.03,361.9
529801432,0,0.07,364.98
529801433,0,0.05,467.78
529812668,0,0.04,501.55
529891428,0,0.07,465.36
529895922,0,0.02,464.9
530085625,0,0.07,479.99
530413368,0.01,0.13,499.98
53087792,0.02,0.36,548.18
531179970,0,0.01,540.03
531180925,0,0.01,363.08
53166084,0.01,0.22,473.57
53175869,0.01,0.18,480.77
531819867,0,0.02,476.22
53201456,0,0.04,516.17
53201479,0.01,0.14,452.58
53201489,0,0.07,516.13
532092280,0,0.01,474.15
53256982,0,0.05,99.27
532671471,0,0.04,491.44
532682871,0,0.1,530.98
532727925,0,0.07,492.95
53276875,0,0.01,493.49
532893897,0,0.05,467.02
533091331,0.01,0.13,543.2
533092371,0,0.11,489.49
533121101,0,0.01,335.52
533199005,0,0.03,488.6
533199006,0,0.09,491.76
533425053,0,0.1,484.11
533509622,0.01,0.14,544.57
533537965,0,0.06,554.63
53356537,0.01,0.34,475.84
53356539,0,0.06,492.68
53356541,0.01,0.27,482.02
53357051,0,0.11,453.32
53357058,0,0.02,477.21
53357062,0.01,0.15,478.86
53357388,0.02,0.36,487.06
53357390,0,0.05,493.6
53357391,0,0.01,486.6
53365275,0.01,0.33,460.4
53365281,0,0.11,450.24
53367650,0,0.03,538.4
53385386,0.01,0.2,544.01
534125686,0,0.04,550.52
534588621,0.01,0.16,463.91
53542195,0,0.04,453.56
53543399,0,0.06,485.91
53543402,0,0,485.17
535575648,0,0.03,472.52
53557943,0,0.05,468.27
536113359,0.01,0.12,393.73
53621518,0,0.02,478.71
53621519,0,0.06,483.81
5363261,0,0.02,541.02
5363262,0,0.02,539.06
5363263,0,0.02,541.21
5363264,0,0.02,543.66
536327909,0,0.02,620.19
536327910,0,0.02,527.72
536327911,0,0.08,563.56
536327912,0,0.09,564.28
5363436,0,0.08,546.6
5363709,0,0.03,490.67
5363710,0,0.08,549.61
5363711,0,0.06,545.81
5363712,0,0.07,549.93
5363714,0,0.09,515.39
5363715,0,0.06,519.08
5363716,0,0.03,518.48
5363717,0,0.05,525.09
5364044,0.01,0.29,571.99
5364045,0,0.06,613.66
5364047,0,0.05,410.98
5364049,0,0.01,34.03
5364946,0.02,0.36,547.91
5364947,0,0.07,474.29
5364948,0.01,0.25,545.97
5364949,0,0.06,472.73
5364950,0,0.04,484.25
5364951,0,0.02,544.1
5364954,0,0.07,488.47
5364955,0,0.01,482.19
53678849,0.01,0.32,551.92
537219027,0,0.01,438.09
537349305,0,0.09,435.31
53749091,0.01,0.15,316.88
538348589,0.01,0.14,496.46
538512669,0,0.04,545.02
538512670,0,0.05,543.02
538520742,0.03,0.6,515.63
538520743,0,0.02,481.92
538587686,0,0.03,461.52
538587688,0,0.01,462.6
538602078,0,0.05,491.64
538602615,0,0.06,495.8
538770749,0.01,0.3,474.04
539116564,0,0.07,478.79
539116809,0,0.07,460.76
540175256,0,0.02,356.9
540175257,0,0.03,353.79
540175258,0,0.05,360.19
540175259,0,0.01,359.76
540175260,0,0.01,354.63
540175262,0,0.04,319.45
540264512,0,0.04,465.01
54039595,0.01,0.22,543.5
54039620,0,0.06,503.46
540876526,0.01,0.17,535.3
541191220,0,0.09,505
541191221,0.01,0.3,527.75
541295974,0,0.01,474.28
541295976,0,0.01,460.3
541295978,0,0.06,467.32
541441823,0,0.05,449.76
541441824,0,0.01,455.97
541441826,0,0.02,483.78
541441827,0,0.05,486.73
541569143,0,0.02,509.61
541569144,0,0.02,520.44
541569145,0,0.02,520.43
541676219,0,0.08,461.8
541676220,0,0.05,523.26
541676222,0,0.04,556.84
541763975,0,0.06,480.63
541763976,0,0.02,447.09
541763977,0,0.05,264.8
541829839,0,0.02,547.01
541885615,0,0.04,488.1
541885616,0,0.05,490.34
542101114,0.02,0.43,457.51
542101120,0,0.09,490.63
542101123,0,0.06,543.33
542721618,0,0.01,483.02
542721621,0,0.02,483.21
542992162,0,0.07,344.46
542992163,0,0.05,319.28
542993182,0,0.07,359.28
542993183,0.01,0.27,472.21
542993184,0,0.08,341.59
542994023,0.01,0.17,519.3
542994024,0.01,0.2,532.53
542997259,0,0.01,515.62
542997260,0,0.07,525.04
542998482,0,0.02,522.87
543007382,0,0.02,466.07
543007383,0.01,0.23,457.86
544327500,0,0.02,459.31
544327501,0,0.02,466.6
544327502,0,0.01,468.26
544327503,0,0.02,462.84
544342248,0,0.03,496.1
544399004,0,0.03,526.2
544599538,0,0.03,503.93
544599539,0,0.01,475.26
544599542,0,0.04,526.23
544626657,0.01,0.13,521.27
544626658,0.01,0.12,506.28
544658757,0,0.02,461.21
544667703,0,0.05,535.87
544897612,0.01,0.16,499.14
544897613,0,0.03,454.21
545634012,0,0.09,464.36
545634695,0,0.07,505.51
546271341,0.01,0.26,480.1
546271344,0.01,0.28,481.25
547218602,0,0.01,492.48
547218604,0,0.09,474.47
547218607,0.01,0.18,454.67
54722077,0.01,0.2,547.81
547321586,0.01,0.27,518.17
547372893,0,0.05,564.92
547466005,0,0.02,622.06
547766522,0,0.09,542.71
547766523,0,0.02,539.65
547766524,0,0.05,540.13
54844570,0.01,0.28,485.23
548452381,0,0.07,487.6
548453547,0,0.11,449.63
548453548,0,0.01,354.42
548453549,0.01,0.13,350.53
548510358,0,0.06,542.79
548612557,0,0.01,466.35
548693222,0,0.1,492.78
54892584,0,0.07,547.79
548994092,0,0,321.42
548994093,0,0.06,362.28
549003087,0,0.01,501.84
549006853,0.01,0.12,520.47
549169925,0,0.05,444.13
549424066,0,0.07,474.1
549424067,0.01,0.27,483.62
549424068,0,0.04,494.69
549424069,0,0.07,457.99
549818364,0,0.02,471.99
549818365,0,0.01,477.84
549818366,0,0.01,477.84
549823531,0,0.03,538.85
549990625,0,0.08,474.25
55015566,0,0.01,456.56
550335483,0,0.02,470.03
550338362,0,0.08,452.86
550338364,0,0.08,545.07
550339188,0.01,0.24,480.17
550411229,0,0.04,177.99
550419604,0.01,0.25,572.26
550428743,0,0.08,568.72
550428746,0,0.08,568.58
550428748,0.01,0.17,580.51
550526230,0,0.04,473.78
551741879,0,0.03,497.34
55196265,0,0.04,541.2
552009675,0,0.06,532.25
552103455,0.01,0.16,612.05
552119035,0,0.08,487.95
552119036,0.02,0.44,484.84
552929739,0,0.07,487.01
553085685,0,0.08,497.43
553137239,0,0.07,487.02
553137241,0,0.06,490.24
553137248,0,0.06,493.2
553137254,0.01,0.22,449.55
553137259,0.01,0.12,476.09
553137262,0.01,0.12,476.34
553138151,0,0.07,497.87
553138152,0,0.07,497.91
553291538,0.01,0.3,532.42
554125881,0,0.03,478.84
554125883,0,0.02,544.45
5541535,0,0.02,538.85
5544316,0,0.05,502.68
5544317,0,0.01,456.51
55495482,0.01,0.14,189.15
554960998,0,0.02,451.32
554960999,0,0.02,495.08
554961000,0.01,0.13,475.41
555858098,0.01,0.21,553.33
55816482,0.01,0.18,444.01
558880595,0,0.03,356.32
559214567,0,0.01,509
56002688,0,0.02,464.79
56002689,0,0.03,461.52
560370523,0,0.11,457.16
560497734,0,0.03,347.77
560497735,0,0.03,357.21
560543889,0,0.08,489.34
561916870,0,0.08,345.59
562077314,0.01,0.28,483.66
562101535,0,0.03,406.71
562746988,0,0.02,494.56
563060637,0,0.01,552.38
563060638,0,0.02,505.65
563060639,0,0.01,505.61
563495626,0,0.02,538.71
56362655,0,0.01,536.32
56362661,0.01,0.13,530.22
56473166,0.02,0.57,393.84
56473168,0,0.06,517.89
56473172,0.01,0.24,452.2
56473176,0,0.04,458.59
565388659,0.04,1.01,403.56
566370356,0,0.06,546.26
566370357,0,0.04,537.92
56866152,0,0.08,537.95
568757210,0,0.03,447.26
568758783,0,0.03,447.27
568934730,0.01,0.14,548.81
569479610,0,0.06,533.29
569479611,0,0.03,481.48
569479612,0,0.03,481.38
570380694,0.01,0.2,480.32
570380695,0,0.05,481.82
570380696,0.01,0.18,490.43
570696370,0.01,0.2,480.56
57128181,0,0.08,357.28
572108462,0,0.04,498.25
572108463,0,0.1,541.64
572108464,0,0.02,536.19
572108465,0,0.01,194.14
572108466,0,0.02,194.14
572108467,0,0.04,485.94
572108468,0,0.04,485.9
572454214,0,0.02,500.37
572456085,0.02,0.43,484.01
57386726,0,0.07,555.22
57386787,0,0.01,523.62
57387199,0,0.07,497.45
57387200,0,0.07,497.47
57387201,0,0.08,546.52
57387202,0,0.02,541.56
57387247,0,0.02,492.84
57387371,0,0.01,492.34
57387702,0.01,0.17,463.56
57387792,0.02,0.52,471.05
57388244,0.01,0.26,360.83
57388246,0.02,0.44,483.02
57388362,0,0.01,571.84
57388363,0.01,0.29,563.51
57388364,0,0.06,577.61
57388365,0.04,0.92,526.76
57395474,0,0.11,494.54
57396493,0,0.06,496.5
57396693,0,0.02,446
57401090,0.02,0.58,541.62
57402453,0,0.04,542.36
574496634,0,0.09,485.44
574496635,0.01,0.12,359.19
574670425,0.01,0.17,486.92
574720666,0,0.07,488.21
574739814,0,0.06,496.36
574739815,0,0.06,497.33
574739816,0,0.06,497.33
57681404,0,0.04,324.2
57683663,0,0.05,502.32
57683665,0,0.03,480.94
57685001,0.02,0.39,463.62
57685160,0,0.02,469.28
57685645,0.01,0.18,500.7
57685646,0,0.01,468.49
57686461,0.02,0.51,526.56
57686462,0,0.07,537.43
57743596,0.01,0.26,489.16
577560358,0.02,0.53,497.14
577560819,0,0.04,505.44
57774495,0,0.02,491.54
57774496,0.01,0.12,490.72
577813589,0,0.04,525.65
578582213,0,0.05,491.44
578658429,0,0.04,593.36
5786832,0.07,1.72,519.21
5786846,0,0.04,522.27
578917008,0.01,0.14,514.46
579047706,0,0.1,472.78
57936172,0,0.01,468.73
57936173,0.02,0.39,462.77
57936174,0.04,1.03,519.71
57936176,0,0.01,468.73
579787986,0,0.09,460.79
580507662,0.01,0.15,465.79
580507889,0.01,0.27,485.7
581672384,0,0.02,482.16
58176707,0,0.03,491.28
58252392,0.01,0.13,351.88
58323567,0,0.05,619.33
583887068,0,0.06,512.78
583887069,0,0.02,509.9
584015467,0.01,0.32,565.16
584584290,0.1,2.32,567.2
58520618,0,0.04,486.2
58530590,0.01,0.15,505.35
58530591,0,0.11,502.14
58533301,0,0.1,538.8
58533302,0.03,0.7,522.22
58533480,0.01,0.14,511.7
58534541,0.01,0.24,550.74
58534542,0.04,0.92,532.57
58535206,0,0.02,533.64
58535210,0,0.01,533.29
58535213,0,0.05,537.11
58535509,0.02,0.54,454.85
58536064,0,0.1,543.58
58536239,0,0.04,517.08
585683719,0,0.1,497.04
585753318,0,0.06,483.57
58601353,0,0.07,473.43
586028864,0.02,0.48,456.89
586367230,0,0.06,492.25
58645323,0,0.01,470.95
58700248,0,0.01,521.72
58700249,0,0.02,518.87
58700250,0,0.02,541.38
58700251,0.01,0.17,544.92
58700252,0,0.07,522.99
58718433,0.01,0.17,189.85
587534289,0,0.08,456.86
587849768,0,0.11,534.21
587858582,0,0.02,488.37
587859308,0,0.02,528.61
587859538,0,0.01,484.99
587859824,0,0.03,546.69
588046504,0,0.02,477.68
58884941,0,0.01,375.9
5890401,0,0.02,486.9
5890402,0,0.02,524.67
5890403,0,0.02,518.23
589042148,0,0.03,487.4
589137102,0.01,0.33,508.82
589685195,0.03,0.6,481.32
589687023,0,0.06,488.61
589687024,0.02,0.46,482.67
589691158,0,0.06,491.1
589692875,0.01,0.25,496.85
589694464,0,0.04,491.64
589694465,0,0.07,554.53
589940468,0,0.04,515.07
590593440,0,0.01,473.25
590835446,0,0.06,525.48
590861828,0,0.07,537.64
59109759,0.02,0.47,525.75
59109760,0.02,0.46,522.42
59112729,0,0.02,457.48
591385108,0,0.06,464.79
59151865,0,0.01,451.37
591713659,0.01,0.14,477.99
593051116,0.01,0.15,492.5
593282581,0.01,0.28,543.76
593476355,0.01,0.28,512.93
593502097,0.01,0.19,523.84
593503488,0,0.03,536.85
593504820,0.01,0.17,554.87
59360007,0,0.02,370
593746623,0.01,0.17,510.67
593851797,0,0.08,555.88
593851825,0,0.01,462.41
593851843,0,0.01,492.04
593851851,0,0.01,461.05
593851894,0,0.01,456.37
593851918,0,0.06,172.01
593851921,0,0.04,447.02
593851922,0.01,0.16,479.86
593851923,0,0.04,494.69
593851926,0.01,0.26,510.41
593851930,0,0.03,583.9
593851931,0,0.01,597.96
593851933,0,0.01,597.96
593851940,0,0.01,456.6
593851942,0,0.07,458.14
593851950,0,0.01,528.59
593851951,0,0.02,348.91
593851954,0,0.01,358.07
593851958,0,0.1,444.33
593851959,0.01,0.26,433.26
593851961,0,0.01,438.85
593851996,0,0.01,528.81
593851998,0.02,0.47,473.4
593852006,0,0.01,518.1
593921230,0,0.1,540.82
59392590,0,0.05,497.75
59392593,0,0.05,500.29
59392595,0.01,0.28,464.68
59392598,0,0.04,500.23
59392608,0,0.01,497.31
594582762,0,0.02,460.17
594582763,0,0.01,459.48
595154410,0,0.03,470.45
595155216,0,0.07,471.59
595312346,0,0.03,464.51
595312347,0.01,0.13,459.34
595869413,0,0.01,472.79
595869414,0,0.01,476.08
595869416,0,0.06,490.23
596072109,0,0.06,493.27
596155537,0,0.05,536.37
59619722,0.02,0.43,439.01
59636540,0.03,0.77,506.75
59636543,0.01,0.12,306.36
59636545,0,0.11,413.2
59636548,0,0.03,490.86
59636549,0.01,0.12,455.7
596602415,0,0.08,552.8
596976349,0,0.02,438.64
596976350,0.01,0.17,437.28
597495146,0.01,0.22,406.68
597864555,0.01,0.14,481.39
597889482,0.01,0.32,447.94
597889486,0,0.11,456.9
59853854,0,0.04,544.57
59853855,0.01,0.25,486.54
598600238,0.01,0.15,490.55
598600239,0,0.03,482.94
598692945,0,0.02,469.27
598692947,0.01,0.27,471.32
599015061,0.01,0.22,566.33
599015591,0.01,0.12,531.28
599015938,0.03,0.62,547.78
59966139,0.02,0.35,561.35
600369825,0,0.03,489.83
600371100,0,0.01,456.65
600378287,0,0.1,240.61
600378291,0.01,0.2,492.7
600378295,0,0.05,485.91
60046362,0.01,0.16,465.49
60046364,0,0.05,459.91
60065268,0,0.01,473.15
60065269,0,0.01,473.15
60065270,0,0.05,472.56
60065273,0,0.05,468.37
60065276,0,0.05,468.39
60065277,0,0.05,472.56
60065499,0,0.01,441.77
60076656,0,0.05,522.53
60077029,0.03,0.6,504.88
60077030,0.02,0.36,491.45
60077032,0.02,0.36,485.83
601285948,0,0.11,554.82
6014500,0.02,0.57,386.79
60174066,0,0.05,537.08
60174071,0,0.05,536.88
60219314,0,0.1,542.83
60219321,0,0.09,537.79
60219322,0.01,0.16,550.61
60219327,0,0.05,528.53
60219337,0.02,0.57,511.08
602340629,0,0.02,461.48
60270492,0,0.01,536.01
602759743,0.01,0.27,538.07
60333308,0,0.03,466.39
60333309,0,0.08,489.39
60333311,0.01,0.16,475.03
60333312,0.01,0.13,488.63
60333313,0,0.11,489.6
603591603,0,0.02,464.77
60369889,0.02,0.35,557.7
60371250,0,0.01,527.96
603760087,0,0.09,486.55
603999353,0,0.03,362.25
603999354,0,0.03,360.49
604008284,0,0.03,508.87
604008285,0,0.06,542.03
604008286,0,0.04,505.78
604058358,0.01,0.26,551.6
604168562,0,0.06,553.38
604168566,0,0.04,490.2
604168572,0,0.02,491.3
604168576,0.01,0.13,501.12
60430325,0,0.01,490.28
60430496,0,0.1,615.01
604389703,0,0.11,548.28
604796237,0.01,0.13,508.11
604796238,0,0.01,504.54
605058822,0,0.05,500.37
605101258,0.02,0.37,486.61
605101261,0.01,0.12,502.65
605101269,0.01,0.12,491.14
605101270,0,0.01,492.39
605637372,0.01,0.26,545.39
605652305,0,0.02,396.22
605652307,0,0.02,395.88
605699210,0,0.04,390.36
605722883,0.01,0.14,502.09
605739299,0,0.06,514.1
605887295,0,0.02,484.8
605887297,0,0.04,493.14
6058980,0.01,0.33,410.61
605914559,0.09,2.06,524.45
6060511,0.01,0.17,492.95
6060646,0,0.03,463.95
606078065,0.01,0.13,461.48
606078071,0,0.05,461.13
606078072,0,0.06,457.89
606091713,0,0.01,561.84
606091714,0,0.01,561.84
606091715,0,0.05,562.67
606091716,0,0.06,571.44
606091717,0,0.05,562.66
606091718,0.02,0.52,515.14
606091719,0,0.04,562.57
606091720,0,0.1,565.16
606091721,0,0.05,563.15
6060944,0,0.03,485.45
606099329,0,0.04,486.42
606099332,0,0.04,489.64
6061032,0,0.09,518.42
606153775,0,0.02,371.11
606153776,0,0.09,492.58
606178177,0,0.03,484.02
606178178,0,0.06,489.23
606179466,0,0.03,489.41
606186150,0,0.01,540.72
606186152,0,0.05,536.47
606186153,0,0.05,539.25
606186154,0,0.04,526.33
606186156,0,0.04,539.15
6062094,0.01,0.24,557.42
6062133,0,0.02,529.59
6062135,0,0.07,467.3
6062342,0.01,0.18,492.87
606491928,0,0.02,491.64
606491929,0,0.02,491.52
606635175,0,0.02,464.29
606635179,0,0.04,457.94
607001336,0,0.01,456.02
607059678,0,0.04,497.63
607059679,0.01,0.14,498.96
607059680,0,0.1,491.58
607059681,0,0.06,542.87
607059682,0.02,0.56,485.97
607090736,0,0.08,546.71
6074343,0,0.01,548.52
6074345,0,0.02,546.13
6074347,0,0.03,534.72
6075300,0,0.03,355.4
60765279,0,0.09,540.57
60765281,0,0.1,540.5
60767069,0.01,0.3,447.99
60767071,0.01,0.13,453.96
60769279,0,0.11,464.74
60769283,0,0.09,439.73
607745745,0.01,0.19,503.7
607803347,0.01,0.13,489.03
607803354,0,0.03,486.68
607803355,0,0.04,486.34
607803356,0,0.04,486.34
607803358,0,0.02,483.86
607923530,0,0.03,491.32
607923531,0,0.03,495.06
607923532,0,0.05,491.76
60815650,0,0.02,484.36
60815654,0.01,0.31,549.79
60819742,0.01,0.28,539.17
